,filename,fileid,char_start_offset,char_end_offset,paragraph_id,text
10,UNSC_2014_SPV.7219_spch025_Indonesia.txt,UNSC_2014_SPV.7219_spch025,1691,1937,10,"In conclusion, as a member of the Association of Southeast Ansian Nations family, Indonesia reiterates its solidarity with the Government and the people of Malaysia, as well as with the countries whose citizens have fallen victim to this tragedy."
11,UNSC_2014_SPV.7219_spch025_Indonesia.txt,UNSC_2014_SPV.7219_spch025,1937,1939,11,"

"
12,UNSC_2014_SPV.7219_spch025_Indonesia.txt,UNSC_2014_SPV.7219_spch025,1939,1939,12,
13,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,0,150,0,"I first want to say to our colleagues whose citizens were involved that we convey our deepest condolences to their families, citizens and Governments."
14,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,150,152,1,"

"
15,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,152,596,2,"Yesterday at noon, the world watched in horror the downing of the Malaysian jetliner. What happened yesterday seemed to be an apocalyptic end to the world.
I think Ambassador Power described it similarly. The spectacle is graphically described, respectively, in chapters 8 and 9 of the Book of Revelation: ""hail and fire mingled with blood, and they were cast upon the Earth"", ""the sun and the air were darkened"". That was what I saw yesterday."
16,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,596,598,3,"

"
17,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,598,864,4,"No matter our religious beliefs, that scenario may become a self-fulfilling prophesy if States continue to choose to open or support theatres of war and conflict in every corner of the world. What will happen is that the world will self-annihilate. Enough is enough."
18,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,864,866,5,"

"
19,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,866,1132,6,"The fact that this incident occurred as the plane flew over eastern Ukraine, which, for some time now, has been a zone of conflict, indicates that the accident may be connected, in one way or another, to the conflict.
But this is not the time to play the blame game."
20,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,1132,1134,7,"

"
21,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,1134,1331,8,"If it is established that the plane was shot down deliberately, it will mark a new dimension in the Ukraine crisis, one that represents a grave threat to the safety of international civil aviation."
22,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,1331,1333,9,"

"
23,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,1333,1598,10,"At this point, it is of critical importance for the facts surrounding the crash to be dispassionately well-ascertained. In that regard, we would like to express our full support for an independent international investigation, as called for by the Secretary-General."
24,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,1598,1600,11,"

"
25,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,1600,1784,12,"Noting that the plane went down in an area under the control of armed rebel groups, we urge that those groups cooperate fully and unconditionally with the investigation into the crash."
26,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,1784,1786,13,"

"
27,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,1786,2025,14,"We have no doubt that, without the ongoing conflict in Ukraine and the widespread insecurity and lawlessness engendered by the activities of the rebel groups in the eastern part of the country, this tragic accident would not have occurred."
28,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,2025,2027,15,"

"
29,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,2027,2236,16,"We want to renew our call for a cessation of hostilities in Ukraine and a return to dialogue and negotiation, within the framework of the Geneva statement of 17 April and the 2 July four-party talks in Berlin."
30,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,2236,2238,17,"

"
31,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,2238,2382,18,"Let us together resolve this issue. Let us together close this war front, before its reverberations become manifest in other parts of the world."
32,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,2382,2384,19,"

"
33,UNSC_2014_SPV.7219_spch014_Nigeria.txt,UNSC_2014_SPV.7219_spch014,2384,2384,20,
34,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,0,605,0,"We meet today in the most tragic of circumstances. Yesterday, Malaysia Airlines passenger flight MH-l7 appears to have been shot down over eastern Ukraine, killing all passengers and crew. Our deepest, most heartfelt condolences go to the families of the victims and to the people and Governments of those countries affected.
In the United Kingdom, we are mourning the loss of at least nine British citizens who were passengers on the flight. This is a dark moment for the international community. The senseless violence unleashed by armed separatists in eastern Ukraine has reached monstrous proportions."
35,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,605,607,1,"

"
36,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,607,1145,2,"The precise circumstances and causes of this tragic event must be established quickly and beyond any doubt.
As the Council has affirmed this morning, that will require a full, thorough and independent international investigation, in accordance with international civil aviation guidelines. The International Civil Aviation Organization, which provides the international legal framework for the investigation of air accidents, should have a central role to play in ensuring that there is credible and independent international involvement."
37,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,1145,1147,3,"

"
38,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,1147,2017,4,"We welcome the indications from the Ukrainian authorities that they want international investigators to join their efforts. The United Kingdom will provide whatever assistance is necessary to support that investigation. The immediate priority has to be for investigators to gain access to the crash site so they can start their work. They must be able to operate unhindered and in security. There must be no interference or tampering with the evidence. Armed separatist groups in the vicinity must allow such access. Despite assurances made yesterday evening, we understand that has not yet happened. We call on Russia to use its influence with those groups to ensure that it happens. The special monitoring mission of the Organization for Security and Cooperation in Europe already present in eastern Ukraine can play a key role in facilitating and safeguarding access."
39,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,2017,2019,5,"

"
40,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,2019,2576,6,"Early indications are that Malaysia Airlines Flight MH-l7 was brought down by a surface-to-air missile.
The MH-17 is not the first aircraft to be brought down in the area. On 14 June, armed separatists claimed responsibility for - indeed, gloated publicly over 4 the shooting down of a Ukrainian I1-76 transport aircraft, with a loss of all 49 aboard. On 14 July, armed separatists shot down an An-26 transport aircraft with a surface-to-air missile. And, on 16 July, a Ukrainian Su-25 jet was shot down in circumstances that have yet to be fully clarified."
41,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,2576,2578,7,"

"
42,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,2578,3243,8,"We have to ask searching questions about why we are now confronting this tragic situation. Russian officials have claimed that armed separatists in eastern Ukraine represent a spontaneous local insurgency. We know that is not the case. We know that the three leading figures of the so-called Donetsk People's Republic are Russian citizens who have come from outside Ukraine.
We know that weapons, equipment and logistical support have been systematically provided to armed separatist groups by Russia, including up to 100 man-portable air defence systems and 15 to 25 main battle tanks, not to mention artillery pieces, rocket launchers and other armoured vehicles."
43,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,3243,3245,9,"

"
44,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,3245,3742,10,"The United Kingdom urges Russia to reflect carefully on the situation it has created. We urge Russia to cease its policy of supporting armed separatist groups and their violent actions of destabilizing a neighbouring country and of generating displacement and social and economic hardship. Let us hear today a clear and unequivocal condemnation from Russia of the actions of these armed groups. These armed groups do not represent the people of Ukraine; without Russian support, they would wither."
45,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,3742,3744,11,"

"
46,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,3744,4433,12,"It is the Council's responsibility to respond to such tragedies by drawing the right lessons and working together with commitment and conviction to prevent their repetition. It is clear where responsibility lies: with the senseless violence of armed separatists and with those who have supported, equipped and advised them. The Council must be united in condemning these actions and in demanding that these groups disarm, desist from violence and intimidation and engage in dialogue through the democratic mechanisms that are available to them. They have been given opportunities to do so, most recently through President Poroshenko's peace plan. Those opportunities have all been spurned."
47,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,4433,4435,13,"

"
48,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,4435,5126,14,"In the press statement agreed earlier today, the members of the Security Council expressed their condolences and called for an international investigation and appropriate accountability. That is welcome, but it is not enough. The Council must go further. It should come together behind a clear demand that the armed separatist groups should lay down their arms and pursue whatever political legitimate objectives they may have through exclusively peaceful and democratic means, and that the flow of arms, fighters and logistical support to the armed separatists be fully halted and the borders secured. In the light of yesterday's tragedy, any other course of action would be unconscionable."
49,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,5126,5128,15,"

"
50,UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland.txt,UNSC_2014_SPV.7219_spch004,5128,5128,16,
51,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,0,71,0,I would like to thank Under-Secretary-General Feltman for his briefing.
52,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,71,73,1,"

"
53,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,73,305,2,"China is shocked and grieved by the downing of Malaysia Airlines Flight MH-17 in eastern Ukraine.
On behalf of the Chinese Government and people, I express our sincere condolences and deep sympathy to the victims and their families."
54,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,305,307,3,"

"
55,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,307,693,4,"The safety of international civil aviation must be guaranteed. Our priority now is to establish the facts. Pending that, it is not advisable to jump to any conclusion, make any assumptions or trade accusations.
We support the holding of an independent, fair and objective investigation into the incident. We also call on all parties to coordinate and cooperate during the investigation."
56,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,693,695,5,"

"
57,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,695,1164,6,"The recent situation in Ukraine remains turbulent.
Armed conflict and incidents of violence frequently occur, causing loss of life and destruction of property.
China is deeply concerned about the situation. We hope that the parties concerned will take into account the well-being of the entire population of Ukraine, focus on maintaining regional peace and stability, stay calm and exercise restraint to prevent the further escalation of the conflict and confrontation."
58,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,1164,1166,7,"

"
59,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,1166,2030,8,"The crisis in Ukraine is rooted in a complex situation that is both historical and contemporary. A political solution is the only way out. China notes the recent constructive efforts of the parties concerned to achieve a ceasefire through dialogue and to promote a political solution. We hope that the parties concerned will remain committed to dialogue and negotiations, take the rights and aspirations of all regions and etnic groups of Ukraine fully into account and bear in mind the legitimate concerns of all the parties involved so that the rights of all parties can be respected in a balanced way. We urge the parties concerned to effectively implement the agreed ceasefire and to strengthen dialogue and consultation on the basis of the Geneva agreement in pursuit of a political solution and the prompt achievement of stability and development in Ukraine."
60,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,2030,2032,9,"

"
61,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,2032,2348,10,"China respects the sovereignty and territorial integrity of all countries, including Ukraine. China will continue to adopt a fair and objective approach and actively participate in any proposal or initiative that will reduce tension and promote a political solution. We will play a constructive role in that process."
62,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,2348,2350,11,"

"
63,UNSC_2014_SPV.7219_spch008_China.txt,UNSC_2014_SPV.7219_spch008,2350,2350,12,
64,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,0,608,0,"The downing of Malaysia Airlines Flight MH-l7 in Ukrainian territory on 17 July has shocked the world. We have witnessed the tragic death of298 people. There were 28 Australians on board Flight MH-17. Our nation is in mourning for all the victims. The news that the lives of 80 children were lost is devastating. Tomorrow, flags will be flown at half-mast across Australia. We extend our heartfelt sympathy and condolences to the families of all the victims of the tragedy and to their countries of nationality. Our particular thoughts are with the Governments and the people of the Netherlands and Malaysia."
65,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,608,610,1,"

"
66,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,610,1321,2,"There is mounting evidence that the crash was caused by a missile strike and that the aeroplane was brought down over territory not controlled by the Ukrainian authorities. There is increasing credible information that that was conducted by separatist militia groups, acting with the assistance of others. We owe it to the victims of this tragedy and their families to unequivocally establish the facts behind the incident and to find out exactly what happened and who is responsible. If, as appears increasingly likely, Flight MH-17 was brought down by a missile, then that is, as Australia's Prime Minister Tony Abbott has said, ""an unspeakable crime"", and the perpetrators must be brought swiftly to justice."
67,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,1321,1323,3,"

"
68,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,1323,1767,4,"There must be a full, thorough and impartial international investigation. We thank Under-Secretary-General Feltman for his message that the United Nations is fully prepared to cooperate with any investigation and that the International Civil Aviation Organization (ICAO) has offered its investigative capacity. We also welcome Mr. Feltman's information that ICAO and the Government of Ukraine are communicating on the issue of an investigation."
69,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,1767,1769,5,"

"
70,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,1769,2265,6,"There must be immediate preservation of the crash site, and unfettered access for independent investigators.
Safe access must also be provided to allow fro the recovery of the bodies of those who lost their lives in the tragedy. Undertakings brokered by the trilateral contact group with armed separatists who control the territory in which the crash occurred to allow access must be upheld. Our Prime Minister has made it clear that Russia's full cooperation with all investigations is expected."
71,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,2265,2267,7,"

"
72,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,2267,2755,8,"The Council has just issued a press statement calling for investigation, accountability and immediate access to the crash site. That is welcome, but Australia believes, given the gravity of the incident, that it is not a sufficient indication of the Council's resolve. Australia believes the Council should adopt a draft resolution that emphasizes the need for access to be granted to the crash site and for a full, thorough, independent and international investigation to be carried out."
73,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,2755,2757,9,"

"
74,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,2757,3237,10,"This is the nineteenth time that the Council has met to discuss the situation in Ukraine since the crisis began. Time and time again, the overwhelming majority of the Security Council has called for a end to the violence and destablization. Council members have consistently called for a de-escalation of tensions, for separatists to lay down their weapons and for genuine dialogue to commence. It is time for the equivocation and dissembling and false narratives of some to stop."
75,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,3237,3239,11,"

"
76,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,3239,3820,12,"In the three weeks since the Council last discussed the situation in Ukraine (see S/PV.7205), the security situation in the east has become increasingly dire.
Separatists have ignored repeated calls to disarm and have continued their attacks on Ukrainian military forces, facilities and border posts. Two Ukrainian military cargo planes were downed in eastern Ukraine in the past week alone. The Ukrainian armed forces have responded firmly to those attacks. They has every right to restore law and order, and they have underlined their commitment to do so in proportionate manner."
77,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,3820,3822,13,"

"
78,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,3822,4320,14,"Russia has a crucial role to play in de-escalating this persistently dangerous crisis. It must end its provocations and any support for separatist forces. It must control its border with Ukraine and prevent the flow of weapons, equipment and fighters from Russia into Ukraine. Russia must withdraw the large number of troops it has again amassed on the Ukrainian border.
It must actively work to de-escalate tensions and use its considerable influence with separatist groups in Ukraine to that end."
79,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,4320,4322,15,"

"
80,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,4322,4807,16,"Further political efforts are essential. The four-party talks in Berlin in the past two weeks showed some promise. The parties agreed on the need for a sustainable ceasefire, the resumption of the contact group, control of border crossing points monitored by the Organization for Security and Cooperation in Europe (OSCE) and an extension of the work of the OSCE observer mission to include border monitoring activities. But we have yet to see results; those efforts must be redoubled."
81,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,4807,4809,17,"

"
82,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,4809,5180,18,We thought that the situation in Ukraine had already caused too much tragedy. The horrific loss of Flight MH-17 has added immeasurably to that toll. It is time for the international community to stand as one to ensure that those responsible for that tragic crime are held to account and to make every effort to bring to an end the violence and destabilization in Ukraine.
83,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,5180,5182,19,"

"
84,UNSC_2014_SPV.7219_spch009_Australia.txt,UNSC_2014_SPV.7219_spch009,5182,5182,20,
85,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,0,196,0,I would like to thank Mr. Jeffrey Feltman for his briefing on the latest events in Ukraine and for expressing the constant willingness of the Secretary-General to contribute to peace and dialogue.
86,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,196,198,1,"

"
87,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,198,817,2,"The Government and the people of Argentina express their profound sadness, pain, solidarity and deepest condolences to the families of the victims of yesterday's tragic Malaysia Airlines crash. We also express our condolences to the people and the Government of Ukraine and to the Governments and the peoples of the other countries whose citizens lost their lives. In particular, we ask that our colleagues among the Permanent Representatives of the countries whose citizens were aboard that flight convey our condolences to the families, especially to those who saw the hopes for their children's futures extinguished."
88,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,817,819,3,"

"
89,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,819,1146,4,"The severity of this event clearly demands action. Like our colleagues, Argentina calls for an impartial international investigation that objectively and unequivocally establishes what happened.
Responsibility and the facts must be determined as soon as possible, and investigators must be granted immediate, unhindered access."
90,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,1146,1148,5,"

"
91,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,1148,1712,6,"Although it is not today's topic, I should like to say that, while there had been encouraging indications that the crisis in Ukraine was entering a phase of waning tension, fears that violent confrontation would continue have not dissipated. But the topic today does involve calling once again for the armed groups to cease their violence and demanding that they halt unilateral actions and their violations and trampling of human rights, which do nothing but deepen the crisis and worsen the situation, especially for the civilian population and for the innocent."
92,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,1712,1714,7,"

"
93,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,1714,2070,8,"We reiterate the need to safeguard due respect for Ukraine's conduct of its internal affairs without interference - whether military, political or economic 4 in matters under its jurisdiction. Argentina seeks to promote full respect by everyone for the principles of international law and human rights law as enshrined in the Charter of the United Nations."
94,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,2070,2072,9,"

"
95,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,2072,2411,10,"These are sad and difficult times. Argentina therefore calls for prudence. We will not join in using the language of geopolitical disputes. We will not join in a pointless blame game. This is a time for sorrow, reflection and an urgent search for the truth behind the incident to determine those responsible. May the victims rest in peace."
96,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,2411,2413,11,"

"
97,UNSC_2014_SPV.7219_spch013_Argentina.txt,UNSC_2014_SPV.7219_spch013,2413,2413,12,
98,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,0,76,0,I shall now make a statement in my capacity as the representative of Rwanda.
99,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,76,78,1,"

"
100,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,78,236,2,"I thank Mr. Jeffrey Feltman, Under-Secretary-General for Political Affairs, for his availability and for his detailed briefing, prepared on such short notice."
101,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,236,238,3,"

"
102,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,238,802,4,"Allow me, first of all, to express my deep sorrow over the loss of the 298 lives, including 80 children, who were killed on Malaysia Airlines Flight MH-l7, which was shot down in eastern Ukraine. On behalf of the Government of Rwanda, I express my deepest condolences to the families who lost loved ones, as well as to the people and the Governments of the victims. The loss of those innocent civilians is beyond comprehension. Their lives were cut off in the middle of a crisis on which this very Council has been unable to take action since it began in February."
103,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,802,804,5,"

"
104,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,804,1693,6,"With the shooting down of a civilian airplane carrying civilians, the Ukrainian crisis is no longer a conflict between the Ukrainian military and armed separatists. The conflict has crossed a red line by endangering all our lives, as if did in the case of the men, women and children from different countries who were aboard Flight MH-l7. We condemn in the strongest terms this reckless attack and call for a comprehensive, independent, international investigation in accordance with international guidelines, as agreed in the press statement adopted this morning. Such an investigaton should establish responsibility so that the perpetrators can be held accountable. In that context, we further urge all parties to cease fire, to fully cooperate with the investigation and to grant unhindered access to the crash site in order to allow international investigators to carry out their work."
105,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,1693,1695,7,"

"
106,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,1695,2183,8,"We note that yesterday's criminal act follows the downing of a Ukrainian fighter jet on Wednesday and that of a military cargo plane on Monday. The frequent use of surface-to-air missiles during the past few months raises the question of access to such weapons, which, as we have now seen, are capable of downing a civilian airplane flying at over 30,000 feet. Therefore, the Security Council and the broader international community can no longer afford to turn a blind eye on the matter."
107,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,2183,2185,9,"

"
108,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,2185,2951,10,"It is unfortunate that this tragic event comes at a time when national and regional efforts are under way to find a political and diplomatic solution to the Ukrainian crisis. This act undermines valuable initiatives of the trilateral contact group of senior representatives of Ukraine, the Russian Federation and the Organization for Security and Cooperation in Europe, who were making all necessary efforts for a resumption of consultations with separatists in eastern Ukraine. On Tuesday, the group reconfirmed its support for President Petro Poroshenko's peace plan, as well as its commitment to a sustainable ceasefire, as stated in the joint declaration issued in Berlin on 2 July by the Foreign Ministers of Germany, France, the Russian Federation and Ukraine."
109,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,2951,2953,11,"

"
110,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,2953,3344,12,"In conclusion, let me renew our call to the armed groups to respect the unity, sovereignty and territorial integrity okaraine. They must lay down their weapons and engage in constructive dialogue with the Ukrainian Government. In the same vein, we urge all parties to immediately cease fire and support the ongoing efforts to de-escalate the crisis and bring peace to Ukraine and the region."
111,UNSC_2014_SPV.7219_spch018_Rwanda.txt,UNSC_2014_SPV.7219_spch018,3344,3346,13,"

"
